index,task,waum
0,bird-1038.png,-0.0010727809154759706
1,bird-1039.png,-0.00048505841634408157
2,bird-1043.png,0.0007209383754668382
3,bird-1046.png,-0.0004142065979019721
4,bird-1051.png,-0.0007688276810009467
5,bird-1083.png,-0.003031148374974614
6,bird-1095.png,-0.0005073953992576915
7,bird-1099.png,0.0006737998662606779
8,bird-1108.png,0.0008854317032304905
9,bird-1110.png,0.00012549463917776885
10,bird-1126.png,-0.0037375841453607746
11,bird-113.png,0.001802039669647459
12,bird-1132.png,0.002056656193772026
13,bird-1146.png,0.0023700890355041015
14,bird-1148.png,0.0017490754184631269
15,bird-1150.png,-0.0018315558791886103
16,bird-1151.png,0.0025057846600636336
17,bird-1172.png,0.002509559195745122
18,bird-118.png,0.0019982451088724237
19,bird-1196.png,0.0023516622548803916
20,bird-1202.png,-0.0021662970298335265
21,bird-123.png,0.0024391378923343944
22,bird-1240.png,0.0023772179848924415
23,bird-1248.png,0.0020995595989552547
24,bird-1251.png,0.0024414807005474974
25,bird-1254.png,-0.00042195552989616027
26,bird-1257.png,0.001600843180936611
27,bird-1277.png,0.002328934185941587
28,bird-1278.png,0.00238054052269837
29,bird-129.png,0.002960481159332405
30,bird-1297.png,-0.002998915832314126
31,bird-1307.png,0.003984607365949627
32,bird-1321.png,0.0031745716732865976
33,bird-1325.png,0.001968439474255292
34,bird-1330.png,0.0024076492354955857
35,bird-1348.png,-0.0010489191841488539
36,bird-135.png,0.0022352318294692254
37,bird-1352.png,0.002256857029626606
38,bird-1356.png,0.002373694974921676
39,bird-1367.png,0.0024149040133914293
40,bird-1374.png,0.002559047052010628
41,bird-138.png,-0.0009952654023428105
42,bird-1382.png,0.0022967518620222232
43,bird-1392.png,0.0022337551443389514
44,bird-1399.png,0.0022947417643442987
45,bird-1450.png,0.002001947454413374
46,bird-1451.png,-0.0017613924392728619
47,bird-1456.png,0.0021628312294436564
48,bird-147.png,0.0015193001359878546
49,bird-1479.png,0.0021193146776696506
50,bird-1481.png,0.0021656097093731364
51,bird-149.png,-0.0012509143059632633
52,bird-1495.png,0.0025926549543771465
53,bird-1496.png,0.002326642459224596
54,bird-1501.png,0.002375027142365374
55,bird-1502.png,0.0012909435691535734
56,bird-1505.png,-0.0009951939092540138
57,bird-1507.png,0.0023469703867646783
58,bird-1515.png,0.002554400128888456
59,bird-1528.png,0.002399561310401056
60,bird-1539.png,0.002697459482591469
61,bird-1547.png,-0.000468359524789014
62,bird-156.png,0.0021452702363327996
63,bird-1567.png,0.0024157412461835023
64,bird-1575.png,0.002364567891032592
65,bird-1581.png,0.0017511945993585777
66,bird-1587.png,-0.0007015386711154187
67,bird-160.png,0.0023387482751072784
68,bird-1610.png,0.0022690602831107166
69,bird-1623.png,0.003025926698679329
70,bird-1644.png,0.001058793375983926
71,bird-1656.png,0.002150845191618809
72,bird-1673.png,0.0019671322202475393
73,bird-1678.png,0.0024488461150695556
74,bird-1690.png,0.002324500489693159
75,bird-1709.png,0.0023603615710437735
76,bird-1723.png,0.00041076825028176053
77,bird-1746.png,0.0030135601497561122
78,bird-1749.png,0.0022838635353878054
79,bird-1756.png,0.0020935895103671256
80,bird-1758.png,0.0021823600563795967
81,bird-1763.png,0.0003679442827402091
82,bird-1767.png,0.0020941937772158328
83,bird-1768.png,0.0021513301108629884
84,bird-1771.png,0.0024154819980741825
85,bird-1802.png,0.0025795361826894004
86,bird-1803.png,-0.0006292557268780047
87,bird-182.png,0.002003394182830893
88,bird-1825.png,0.002392727790506647
89,bird-183.png,0.0022715590816957732
90,bird-1846.png,0.002298079706089838
91,bird-1852.png,-0.0002621688336226895
92,bird-1859.png,0.001984989953064801
93,bird-1868.png,0.002350397734810328
94,bird-1870.png,0.0022500699148433195
95,bird-1876.png,0.002357574239908263
96,bird-1888.png,0.0009706586619376896
97,bird-1918.png,0.0018536891842021153
98,bird-1920.png,0.0023278866088245003
99,bird-1921.png,0.002446611867044487
100,bird-1929.png,0.001946003980360477
101,bird-1942.png,0.001970152345303774
102,bird-195.png,0.00048038392595761367
103,bird-1954.png,0.0021717247914200756
104,bird-1955.png,0.0023314170916390775
105,bird-1960.png,0.0023255529925104877
106,bird-1963.png,0.0019534835540461885
107,bird-1995.png,0.0013833744170532198
108,bird-2011.png,0.00223354942270422
109,bird-2033.png,0.0024004678824935976
110,bird-2038.png,0.0022951642510543146
111,bird-2065.png,0.0010263218151991423
112,bird-2066.png,0.00089980687759924
113,bird-2070.png,0.002285510875568316
114,bird-2073.png,0.002330835442807708
115,bird-2074.png,0.002266744977886839
116,bird-2078.png,-0.00047480319970325197
117,bird-2082.png,0.0019036269521581534
118,bird-2083.png,0.002073427150296569
119,bird-2090.png,0.002110038108296949
120,bird-2096.png,0.0020512570005701805
121,bird-2097.png,0.0009880696764152576
122,bird-2100.png,0.0016622327400859253
123,bird-2114.png,0.002302041584185913
124,bird-2123.png,0.0022918690038372385
125,bird-2127.png,0.002022128525715364
126,bird-2132.png,-0.0007551087046847374
127,bird-2137.png,0.001978312528390505
